选课号,课程,开课校区,授课方式,授课老师,学分,总学时,限选人数,上课时间
"19000166","形势与政策-2022秋","崂山校区","讲授","李鸽","0.25","8","200","6-9周 五(5-6节)",
"19000165","形势与政策-2022秋","崂山校区","讲授","李鸽","0.25","8","200","6-9周 五(3-4节)",
"19000164","形势与政策-2022秋","崂山校区","讲授","李鸽","0.25","8","200","6-9周 五(1-2节)",
"19000163","形势与政策-2022秋","崂山校区","讲授","俞鸣奇","0.25","8","200","6-9周 一(7-8节)",
"19000162","形势与政策-2022秋","崂山校区","讲授","俞鸣奇","0.25","8","200","6-9周 一(5-6节)",
"19000161","形势与政策-2022秋","崂山校区","讲授","俞鸣奇","0.25","8","200","6-9周 一(3-4节)",
"19000160","形势与政策-2022秋","崂山校区","讲授","俞鸣奇","0.25","8","200","6-9周 一(1-2节)",
"19000159","形势与政策-2022秋","崂山校区","讲授","贾岱铮","0.25","8","200","1-4周 日(7-8节)",
"19000158","形势与政策-2022秋","崂山校区","讲授","贾岱铮","0.25","8","200","1-4周 日(5-6节)",
"19000157","形势与政策-2022秋","崂山校区","讲授","贾岱铮","0.25","8","200","1-4周 日(3-4节)",
"19000156","形势与政策-2022秋","崂山校区","讲授","贾岱铮","0.25","8","200","1-4周 日(1-2节)",
"19000155","形势与政策-2022秋","崂山校区","讲授","张吉舜","0.25","8","200","1-4周 六(7-8节)",
"19000154","形势与政策-2022秋","崂山校区","讲授","张吉舜","0.25","8","200","1-4周 六(5-6节)",
"19000153","形势与政策-2022秋","崂山校区","讲授","张吉舜","0.25","8","200","1-4周 六(3-4节)",
"19000152","形势与政策-2022秋","崂山校区","讲授","张吉舜","0.25","8","200","1-4周 六(1-2节)",
"19000151","形势与政策-2022秋","崂山校区","讲授","杨智雄","0.25","8","200","1-4周 五(7-8节)",
"19000150","形势与政策-2022秋","崂山校区","讲授","杨智雄","0.25","8","200","1-4周 五(5-6节)",
"19000149","形势与政策-2022秋","崂山校区","讲授","杨智雄","0.25","8","200","1-4周 五(3-4节)",
"19000148","形势与政策-2022秋","崂山校区","讲授","杨智雄","0.25","8","200","1-4周 五(1-2节)",
"19000147","形势与政策-2022秋","崂山校区","讲授","黄鹏","0.25","8","200","1-4周 一(7-8节)",
"19000146","形势与政策-2022秋","崂山校区","讲授","黄鹏","0.25","8","200","1-4周 一(5-6节)",
"19000145","形势与政策-2022秋","崂山校区","讲授","黄鹏","0.25","8","200","1-4周 一(3-4节)",
"19000144","形势与政策-2022秋","崂山校区","讲授","黄鹏","0.25","8","200","1-4周 一(1-2节)",
"19000143","形势与政策-2022秋","鱼山校区","讲授","贾希望","0.25","8","150","10-13周 日(7-8节)",
"19000142","形势与政策-2022秋","鱼山校区","讲授","贾希望","0.25","8","150","10-13周 日(5-6节)",
"19000141","形势与政策-2022秋","鱼山校区","讲授","贾希望","0.25","8","150","10-13周 日(3-4节)",
"19000140","形势与政策-2022秋","鱼山校区","讲授","贾希望","0.25","8","150","10-13周 日(1-2节)",
"19000139","形势与政策-2022秋","鱼山校区","讲授","郭新昌","0.25","8","150","6-9周 日(7-8节)",
"19000138","形势与政策-2022秋","鱼山校区","讲授","郭新昌","0.25","8","150","6-9周 日(5-6节)",
"19000137","形势与政策-2022秋","鱼山校区","讲授","郭新昌","0.25","8","150","6-9周 日(3-4节)",
"19000136","形势与政策-2022秋","鱼山校区","讲授","郭新昌","0.25","8","150","6-9周 日(1-2节)",
"19000131","马克思主义基本原理","西海岸校区","讲授","王凯","3.0","48","100","1-17周 五(10-12节)",
"19000130","马克思主义基本原理","西海岸校区","讲授","王凯","3.0","48","100","1-17周 五(5-7节)",
"19000129","马克思主义基本原理","西海岸校区","讲授","杨晓斌","3.0","48","100","1-17周 三(10-12节)",
"19000128","马克思主义基本原理","西海岸校区","讲授","杨晓斌","3.0","48","100","1-17周 三(5-7节)",
"19000127","马克思主义基本原理","西海岸校区","讲授","陆信礼","3.0","48","100","1-17周 二(10-12节)",
"19000126","马克思主义基本原理","西海岸校区","讲授","陆信礼","3.0","48","100","1-17周 二(5-7节)",
"19000125","马克思主义基本原理","西海岸校区","讲授","陆信礼","3.0","48","100","1-17周 一(10-12节)",
"19000124","马克思主义基本原理","西海岸校区","讲授","陆信礼","3.0","48","100","1-17周 一(5-7节)",
"19000081","马克思主义基本原理","崂山校区","讲授","韦雷雷","3.0","48","65","1-17周 五(5-7节)",
"19000080","马克思主义基本原理","崂山校区","讲授","韦雷雷","3.0","48","65","1-17周 三(5-7节)",
"19000079","马克思主义基本原理","崂山校区","讲授","许欢","3.0","48","65","1-17周 三(7-9节)",
"19000078","马克思主义基本原理","崂山校区","讲授","许欢","3.0","48","65","1-17周 二(7-9节)",
"19000077","马克思主义基本原理","崂山校区","讲授","杨生照","3.0","48","100","1-17周 五(5-7节)",
"19000076","马克思主义基本原理","崂山校区","讲授","杨生照","3.0","48","100","1-17周 二(5-7节)",
"19000075","马克思主义基本原理","崂山校区","讲授","王凯","3.0","48","100","1-17周 二(5-7节)",
"19000074","马克思主义基本原理","崂山校区","讲授","王凯","3.0","48","100","1-17周 一(5-7节);1-17周 三(7-8节)单",
"19000073","马克思主义基本原理","崂山校区","讲授","孙恺临","3.0","48","100","1-17周 五(7-8节);1-17周 三(5-6节)单",
"19000072","马克思主义基本原理","崂山校区","讲授","孙恺临","3.0","48","100","1-17周 五(5-6节);1-17周 三(3-4节)单",
"19000071","马克思主义基本原理","崂山校区","讲授","孙恺临","3.0","48","100","1-17周 五(3-4节);1-17周 三(7-8节)双",
"19000070","马克思主义基本原理","崂山校区","讲授","孙萌萌","3.0","48","100","1-17周 一(7-8节);1-17周 三(5-6节)双",
"19000069","马克思主义基本原理","崂山校区","讲授","孙萌萌","3.0","48","100","1-17周 一(5-6节);1-17周 一(3-4节)",
"19000068","马克思主义基本原理","崂山校区","讲授","孙萌萌","3.0","48","100","1-17周 三(3-4节)双",
"19000067","马克思主义基本原理","崂山校区","讲授","季岸先","3.0","48","100","1-17周 五(5-7节)",
"19000066","马克思主义基本原理","崂山校区","讲授","季岸先","3.0","48","100","1-17周 三(5-7节)",
"19000065","马克思主义基本原理","崂山校区","讲授","季岸先","3.0","48","100","1-17周 一(5-7节)",
"19000005","马克思主义基本原理","鱼山校区","讲授","江宏春","3.0","48","100","1-17周 五(5-7节)",
"19000004","马克思主义基本原理","鱼山校区","讲授","江宏春","3.0","48","100","1-17周 四(10-12节)",
"19000003","马克思主义基本原理","鱼山校区","讲授","江宏春","3.0","48","100","1-17周 一(5-7节)",
"19000122","思想道德与法治","西海岸校区","讲授","李晓伟","3.0","48","70","1-17周 三(5-7节);1-17周 四(3-4节)",
"19000033","思想道德与法治","崂山校区","讲授","王付欣","3.0","48","100","1-17周 二(3-4节)双;1-17周 四(1-2节)",
"19000032","思想道德与法治","崂山校区","讲授","王付欣","3.0","48","100","1-17周 二(1-2节)双",
"19000031","思想道德与法治","崂山校区","讲授","李鸽","3.0","48","100","1-17周 三(10-12节)",
"19000030","思想道德与法治","崂山校区","讲授","李鸽","3.0","48","100","1-17周 三(5-7节)",
"19000029","思想道德与法治","崂山校区","讲授","曹晟旻","3.0","48","100","1-17周 二(5-7节)",
"19000028","思想道德与法治","崂山校区","讲授","曹晟旻","3.0","48","100","1-17周 一(5-7节)",
"19000027","思想道德与法治","崂山校区","讲授","王磊","3.0","48","100","1-17周 五(5-7节)",
"19000026","思想道德与法治","崂山校区","讲授","王磊","3.0","48","100","1-17周 二(5-7节)",
"19000025","思想道德与法治","崂山校区","讲授","董振娟","3.0","48","100","1-17周 二(5-7节)",
"19000024","思想道德与法治","崂山校区","讲授","董振娟","3.0","48","100","1-17周 一(5-7节);1-17周 五(7-8节)",
"19000023","思想道德与法治","崂山校区","讲授","王枚","3.0","48","100","1-17周 三(7-8节)双;1-17周 三(5-6节)双",
"19000022","思想道德与法治","崂山校区","讲授","王枚","3.0","48","100","1-17周 五(5-6节);1-17周 三(3-4节)双",
"19000021","思想道德与法治","崂山校区","讲授","王枚","3.0","48","100","1-17周 五(3-4节)",
"19000020","思想道德与法治","崂山校区","讲授","孙艺格","3.0","48","100","1-17周 五(5-7节)",
"19000019","思想道德与法治","崂山校区","讲授","孙艺格","3.0","48","100","1-17周 三(5-7节)",
"19000018","思想道德与法治","崂山校区","讲授","孙艺格","3.0","48","100","1-17周 一(5-7节)",
"19000017","思想道德与法治","崂山校区","讲授","韩向臣","3.0","48","100","1-17周 五(5-7节)",
"19000016","思想道德与法治","崂山校区","讲授","韩向臣","3.0","48","100","1-17周 四(10-12节)",
"19000015","思想道德与法治","崂山校区","讲授","韩向臣","3.0","48","100","1-17周 二(5-7节);1-17周 五(7-8节)",
"19000014","思想道德与法治","崂山校区","讲授","连雪晴","3.0","48","100","1-17周 三(7-8节)双;1-17周 五(5-6节)",
"19000013","思想道德与法治","崂山校区","讲授","连雪晴","3.0","48","100","1-17周 三(5-6节)双;1-17周 三(3-4节)双",
"19000012","思想道德与法治","崂山校区","讲授","连雪晴","3.0","48","100","1-17周 五(3-4节)",
"19000011","思想道德与法治","崂山校区","讲授","杨新玉","3.0","48","100","1-17周 二(5-7节)",
"19000001","思想道德与法治","鱼山校区","讲授","杨新玉","3.0","48","80","1-17周 一(5-7节)",
"19000123","中国近现代史纲要","西海岸校区","讲授","孙笑颜","3.0","64","70","1-17周 三(10-11节)",
"19000064","中国近现代史纲要","崂山校区","讲授","孙笑颜","3.0","64","70","1-17周 五(7-8节)",
"19000063","中国近现代史纲要","崂山校区","讲授","孙笑颜","3.0","64","70","1-17周 五(5-6节)",
"19000062","中国近现代史纲要","崂山校区","讲授","景菲菲","3.0","64","70","1-17周 一(7-8节)",
"19000061","中国近现代史纲要","崂山校区","讲授","景菲菲","3.0","64","70","1-17周 一(5-6节)",
"19000060","中国近现代史纲要","崂山校区","讲授","魏鹤鸣","3.0","64","70","1-17周 二(3-4节)",
"19000059","中国近现代史纲要","崂山校区","讲授","魏鹤鸣","3.0","64","70","1-17周 二(1-2节)",
"19000058","中国近现代史纲要","崂山校区","讲授","魏坡","3.0","64","70","1-17周 三(7-8节)",
"19000057","中国近现代史纲要","崂山校区","讲授","魏坡","3.0","64","70","1-17周 三(5-6节)",
"19000056","中国近现代史纲要","崂山校区","讲授","张吉舜","3.0","64","70","1-17周 二(3-4节)",
"19000055","中国近现代史纲要","崂山校区","讲授","张吉舜","3.0","64","70","1-17周 二(1-2节)",
"19000054","中国近现代史纲要","崂山校区","讲授","曹书林","3.0","64","70","1-17周 二(5-6节)",
"19000053","中国近现代史纲要","崂山校区","讲授","曹书林","3.0","64","70","1-17周 二(3-4节)",
"19000052","中国近现代史纲要","崂山校区","讲授","梁山","3.0","64","70","1-17周 五(3-4节)",
"19000051","中国近现代史纲要","崂山校区","讲授","梁山","3.0","64","70","1-17周 五(1-2节)",
"19000050","中国近现代史纲要","崂山校区","讲授","刘希洋","3.0","64","70","1-17周 一(5-6节)",
"19000049","中国近现代史纲要","崂山校区","讲授","刘希洋","3.0","64","70","1-17周 一(3-4节)",
"19000048","中国近现代史纲要","崂山校区","讲授","刘永祥","3.0","64","70","1-17周 五(7-8节)",
"19000047","中国近现代史纲要","崂山校区","讲授","刘永祥","3.0","64","70","1-17周 五(5-6节)",
"19000046","中国近现代史纲要","崂山校区","讲授","赵晶","3.0","64","70","1-17周 五(5-6节)",
"19000045","中国近现代史纲要","崂山校区","讲授","赵晶","3.0","64","70","1-17周 五(3-4节)",
"19000044","中国近现代史纲要","崂山校区","讲授","赵晶","3.0","64","70","1-17周 三(3-4节)",
"19000043","中国近现代史纲要","崂山校区","讲授","张岳红","3.0","64","70","1-17周 四(3-4节)",
"19000042","中国近现代史纲要","崂山校区","讲授","张岳红","3.0","64","70","1-17周 三(5-6节)",
"19000041","中国近现代史纲要","崂山校区","讲授","张运君","3.0","64","70","1-17周 一(3-4节)",
"19000040","中国近现代史纲要","崂山校区","讲授","张运君","3.0","64","70","1-17周 一(1-2节)",
"19000039","中国近现代史纲要","崂山校区","讲授","王洪兵","3.0","64","70","1-17周 三(7-8节)",
"19000038","中国近现代史纲要","崂山校区","讲授","王洪兵","3.0","64","70","1-17周 三(5-6节)",
"19000037","中国近现代史纲要","崂山校区","讲授","蔡勤禹","3.0","64","70","1-17周 二(7-8节)",
"19000036","中国近现代史纲要","崂山校区","讲授","蔡勤禹","3.0","64","70","1-17周 二(5-6节)",
"19000035","中国近现代史纲要","崂山校区","讲授","王绪杰","3.0","64","70","1-17周 四(3-4节)",
"19000034","中国近现代史纲要","崂山校区","讲授","王绪杰","3.0","64","70","1-17周 四(1-2节)",
"19000002","中国近现代史纲要","鱼山校区","讲授","刘永祥","3.0","64","80","1-17周 三(3-4节);1-17周 一(3-4节)",
"19000135","毛泽东思想和中国特色社会主义理论体系概论","西海岸校区","讲授","李壮","5.0","96","100","1-17周 二(1-2节);1-17周 一(1-2节)",
"19000134","毛泽东思想和中国特色社会主义理论体系概论","西海岸校区","讲授","李壮","5.0","96","100","1-17周 二(3-4节);1-17周 一(7-8节)",
"19000133","毛泽东思想和中国特色社会主义理论体系概论","西海岸校区","讲授","毕凤晓","5.0","96","100","1-17周 三(7-8节);1-17周 三(5-6节)",
"19000132","毛泽东思想和中国特色社会主义理论体系概论","西海岸校区","讲授","毕凤晓","5.0","96","100","1-17周 一(5-6节);1-17周 三(3-4节)",
"19000098","毛泽东思想和中国特色社会主义理论体系概论","崂山校区","讲授","张春晓","5.0","96","70","1-17周 一(3-4节);1-17周 二(7-8节)",
"19000097","毛泽东思想和中国特色社会主义理论体系概论","崂山校区","讲授","刘乔","5.0","96","70","1-17周 四(3-4节);1-17周 二(5-6节)",
"19000096","毛泽东思想和中国特色社会主义理论体系概论","崂山校区","讲授","刘乔","5.0","96","70","1-17周 四(1-2节);1-17周 二(7-8节)",
"19000095","毛泽东思想和中国特色社会主义理论体系概论","崂山校区","讲授","隋筱童","5.0","96","70","1-17周 五(5-6节);1-17周 二(5-6节)",
"19000094","毛泽东思想和中国特色社会主义理论体系概论","崂山校区","讲授","隋筱童","5.0","96","70","1-17周 五(7-8节);1-17周 三(7-8节)",
"19000093","毛泽东思想和中国特色社会主义理论体系概论","崂山校区","讲授","张燕","5.0","96","100","1-17周 一(7-8节);1-17周 一(5-6节)",
"19000092","毛泽东思想和中国特色社会主义理论体系概论","崂山校区","讲授","张燕","5.0","96","100","1-17周 三(5-6节);1-17周 三(3-4节)",
"19000091","毛泽东思想和中国特色社会主义理论体系概论","崂山校区","讲授","黄盛","5.0","96","100","1-17周 五(3-4节);1-17周 三(1-2节)",
"19000090","毛泽东思想和中国特色社会主义理论体系概论","崂山校区","讲授","黄盛","5.0","96","100","1-17周 五(1-2节);1-17周 二(7-8节)",
"19000089","毛泽东思想和中国特色社会主义理论体系概论","崂山校区","讲授","张亮","5.0","96","100","1-17周 四(3-4节);1-17周 二(5-6节)",
"19000088","毛泽东思想和中国特色社会主义理论体系概论","崂山校区","讲授","张亮","5.0","96","100","1-17周 四(1-2节);1-17周 三(5-6节)",
"19000087","毛泽东思想和中国特色社会主义理论体系概论","崂山校区","讲授","卞秀瑜","5.0","96","100","1-17周 五(5-6节);1-17周 四(1-2节)",
